05,05036,387,らっかせい、バターピーナッツ,0,601,2513,2.4,23.3,22.1,53.2,51.8,10.27,23.55,15.72,(0),18.3,8.9,0.6,1.0,7.9,9.5,2.8,120,700,50,190,380,2.0,3.1,0.64,2.81,1,5,1,68,(0),0,4,2,5,Tr,(0),1.9,0.2,3.3,0.4,Tr,0.20,0.10,17.0,21.1,0.48,(0),98,2.42,95.6,0,0.3,-,-,-,-,-,-,-,-,0.3,-
05,05037,388,らっかせい、ピーナッツバター,0,636,2659,1.2,20.6,19.3,50.4,47.8,11.28,19.88,14.62,(0),24.9,19.8,0.8,0.8,6.0,7.6,2.9,350,650,47,180,370,1.6,2.7,0.65,1.45,1,5,3,92,(0),0,3,2,4,Tr,(0),4.8,0.3,7.1,0.5,Tr,0.10,0.09,16.1,19.6,0.36,(0),86,1.87,78.7,(0),0.9,-,-,-,-,-,-,-,-,0.3,-
06,06025,418,（えんどう類）　グリンピース、冷凍,0,98,411,75.7,5.8,4.4,0.7,0.5,0.11,0.09,0.25,(0),17.1,11.4,0.8,1.5,7.1,9.3,0.8,9,240,27,31,110,1.6,1.0,0.17,0.38,0,1,1,77,(0),18,430,1,440,36,(0),Tr,0,1.6,Tr,27,0.29,0.11,2.1,3.0,0.09,0,77,0.39,5.3,20,0,-,0,-,-,-,-,-,-,0.2,-
06,06374,,（えんどう類）　グリンピース、冷凍、ゆで,0,103,430,74.6,6.2,4.7,0.7,0.5,0.12,0.09,0.26,(0),17.8,11.6,1.0,1.2,8.1,10.3,0.7,8,210,29,32,110,1.7,1.0,0.16,0.39,0,1,1,60,(0),18,490,2,500,41,(0),Tr,0,1.7,0,29,0.27,0.09,2.0,2.9,0.08,0,68,0.36,5.2,13,0,-,0,-,-,-,-,-,-,0.2,92
06,06375,,（えんどう類）　グリンピース、冷凍、油いため,0,139,584,70.1,6.3,4.7,4.6,4.0,0.37,2.29,1.19,Tr,18.2,11.8,0.9,1.3,7.2,9.3,0.8,10,260,28,33,110,1.7,1.0,0.18,0.41,0,1,1,74,(0),18,460,2,470,39,(0),0.8,0,3.1,Tr,34,0.31,0.12,2.1,3.1,0.09,0,81,0.48,5.8,16,0,-,0,-,-,-,-,-,3.9,0.2,94
06,06376,,ちぢみゆきな、葉、生,15,35,145,88.1,3.6,-,0.6,-,-,-,-,(0),5.7,-,-,1.3,2.6,3.9,1.7,18,570,180,30,88,3.0,0.9,0.09,0.41,-,-,-,-,(0),12,4200,28,4300,350,(0),-,-,-,-,390,0.09,0.21,1.6,2.1,-,(0),180,0.29,-,69,0,-,0.2,-,-,-,-,-,-,0,-
06,06377,,ちぢみゆきな、葉、ゆで,15,34,142,89.1,3.8,-,0.7,-,-,-,-,(0),5.2,-,-,1.5,2.8,4.3,1.0,15,320,130,21,82,1.4,0.7,0.09,0.32,-,-,-,-,(0),14,5900,40,5900,500,(0),-,-,-,-,500,0.06,0.12,0.7,1.4,-,(0),120,0.27,-,39,0,-,0.2,-,-,-,-,-,-,0,75
06,06178,576,（とうもろこし類）　スイートコーン、未熟種子、カーネル、冷凍,0,98,412,75.5,2.9,2.4,1.3,1.1,0.23,0.32,0.48,(0),19.8,16.8,0.1,0.6,4.1,4.8,0.6,1,230,3,23,79,0.3,0.5,0.04,0.10,0,1,Tr,5,(0),24,39,48,75,6,(0),0.1,0,0.4,0,0,0.10,0.07,1.8,2.2,0.09,0,57,0.41,3.1,4,0,-,0,-,-,-,-,-,-,0.1,-
06,06378,,（とうもろこし類）　スイートコーン、未熟種子、カーネル、冷凍、ゆで,0,95,399,76.5,2.8,2.4,1.5,1.2,0.25,0.37,0.54,(0),18.7,15.9,0.1,0.6,5.5,6.2,0.5,1,200,3,22,72,0.2,0.4,0.03,0.10,0,1,0,4,(0),22,36,46,70,6,(0),0.1,0,0.4,0,0,0.08,0.06,1.6,2.0,0.08,0,48,0.33,2.9,2,0,-,0,-,-,-,-,-,-,0.1,97
06,06379,,（とうもろこし類）　スイートコーン、未熟種子、カーネル、冷凍、油いため,0,140,585,71.8,2.9,2.4,5.8,5.0,0.52,2.66,1.62,Tr,18.9,16.4,0.1,0.6,4.0,4.7,0.6,1,230,3,23,78,0.3,0.5,0.04,0.10,0,1,Tr,5,(0),24,38,47,74,6,(0),0.8,Tr,1.5,Tr,6,0.10,0.07,1.9,2.3,0.09,0,56,0.37,3.3,3,0,-,0,-,-,-,-,-,4.5,0.1,98
